"id","species","catch"
33038163,22,1875
33038164,22,1500
33038165,22,1875
33038165,61,200
33038176,22,1250
33038177,22,375
33038178,22,375
33038178,61,200
30388526,22,3500
30388527,22,4375
30388528,22,1500
30388529,22,375
30388531,5,8000
30388531,1,375
30388531,3,625
30388531,6,63
30388532,5,6500
30388532,1,125
30388532,3,125
30388533,5,7000
30388533,1,188
30388533,3,63
30388534,5,1000
30388534,1,125
31876065,1,275
31876065,2,425
31876065,5,50
31876040,1,313
31876040,2,2063
31876040,9,63
31876076,1,1500
31876076,9,63
31876076,55,63
31876077,1,938
31876077,2,63
31876077,9,63
31876077,3,63
31876077,5,50
32940702,22,1875
32940703,22,1875
32940704,22,3125
32940705,22,2500
32940706,22,3125
32940707,22,2500
32940708,22,1250
32940709,22,3125
32940710,22,1875
32940711,22,2500
32940712,22,1875
32940713,22,125
32940714,22,1250
32940726,22,1250
32940727,22,1250
32940728,22,2500
32940729,22,1875
32940730,22,1875
32940731,22,1250
32940732,22,3125
32940733,22,1875
32940734,22,1500
32940734,61,500
32940735,22,1250
32940735,61,1500
32940736,22,2500
32940737,22,2125
32940738,22,1250
32940739,22,2500
32940740,22,3125
33168805,1,125
33168805,2,375
33168805,55,38
33168806,1,188
33168806,2,563
33168806,5,100
33168807,2,1875
33168807,5,30
33168807,55,25
33168808,1,125
33168808,2,813
33168808,55,63
33168809,1,250
33168809,2,1000
33168809,55,31
33168810,1,63
33168810,2,875
33168810,5,1000
33168810,55,125
33168811,2,1188
33168811,5,1100
33168811,55,63
33168812,1,125
33168812,2,688
33168812,5,350
33168812,55,125
33168813,2,3375
33168813,5,800
33168813,55,63
33168814,2,1750
33168826,5,1200
33168826,6,125
33168826,55,125
32011486,2,625
32011486,3,875
32011486,55,125
32011487,1,500
32011487,2,250
32011487,55,250
32011501,1,375
32011501,2,500
32011501,3,500
32011501,55,625
32011502,1,125
32011502,2,125
32011502,3,1500
32011502,9,500
32011503,1,625
32011503,2,2625
32011503,5,100
32011503,9,125
32011503,55,375
32011504,1,375
32011504,2,2625
32011504,9,250
32011504,55,125
32011505,2,875
32011506,1,125
32011506,2,1250
32011506,55,125
32011507,1,125
32011507,2,250
32011507,3,750
32011507,9,125
32011507,55,250
32011508,1,375
32011508,2,1000
32011508,9,250
32011508,55,125
32011509,2,1375
32011509,3,1500
32011509,9,125
32011510,1,500
32011510,2,1875
32011510,9,125
32011510,55,125
32011511,5,3000
32011512,5,3100
32011512,55,375
32011513,5,1100
32011514,5,1800
32011515,1,875
32011515,2,125
32011515,5,400
32011515,55,125
33137013,1,500
33137013,5,100
33137014,2,1250
33137014,1,250
33137014,5,200
33137015,2,1250
33137015,1,250
33137015,5,200
33137026,2,1250
33137026,1,250
33137026,3,125
33137028,2,625
33137028,1,625
33137029,2,125
33137031,2,500
33137031,1,500
33137031,23,500
33137031,9,1000
33137032,2,1250
33137032,1,250
33137032,23,375
33137032,9,375
33137033,2,1875
33137033,1,250
33137033,23,375
33137033,9,375
33137035,2,625
33137035,1,250
33137037,2,500
33137037,1,1000
33137037,23,500
33137037,9,1125
33137038,2,1875
33137038,1,625
33137038,23,500
33137038,9,750
33137039,2,1875
33137039,1,625
33137039,23,500
33137039,9,750
33137040,2,2500
33137040,1,1875
33137040,23,500
33137040,9,625
33137051,2,1250
33137051,1,625
33137051,23,625
33137051,9,625
33137076,2,625
33137076,1,1250
33137076,23,250
33137076,9,250
33137077,2,625
33137077,1,1250
33137077,23,250
33137077,9,250
33137078,2,625
33137078,1,1250
33137078,23,250
33137078,9,250
33137079,2,625
33137079,1,1250
33137079,23,250
33137079,9,250
33137080,9,625
33137082,2,500
33137082,1,2500
33137082,23,500
33137082,9,1000
33137083,2,500
33137083,1,1250
33137083,23,500
33137083,9,750
33137084,2,625
33137084,1,1875
33137084,23,625
33137084,9,625
33137085,2,625
33137085,1,1875
33137085,23,625
33137085,9,625
33137086,3,1000
33137086,2,500
33137086,1,500
33137087,3,5625
33137087,2,500
33137087,1,500
33137088,3,625
33137088,2,500
33137088,1,500
33137089,3,1250
1660031,23,875
1660032,23,375
1660033,1,125
1660033,23,875
1660033,55,313
1660051,23,1125
1660052,23,1250
1660053,1,625
1660053,2,3750
1660053,5,50
1660053,55,63
1660054,1,250
1660054,2,1438
1660054,55,63
1660055,1,125
1660055,2,875
1660055,5,50
1660055,55,125
1660056,1,875
1660056,2,5625
1660056,5,50
1660056,55,63
1660057,2,3750
33522777,5,1300
33522777,3,50
33522777,22,100
33131001,2,750
33131001,1,750
33131001,5,100
33131002,2,1000
33131002,1,250
33131003,2,1250
33131003,1,1250
33131003,5,100
33131004,2,2500
33131004,1,750
33131004,5,100
33131005,2,1250
33131005,1,125
33131005,5,200
33131006,5,2000
33131007,5,200
33131008,2,1500
33131008,1,1250
33131008,6,125
33131009,2,2500
33131009,1,125
33131009,6,125
33131010,2,3750
33131010,1,250
33131010,6,125
33131011,2,2750
33131011,1,250
33131011,6,125
33131012,2,1750
33131012,1,250
33131012,6,125
33131013,2,1500
33131013,1,750
33131013,5,100
33131014,2,2500
33131014,1,1000
33131014,5,100
32563726,1,313
32563726,5,1250
32563727,1,688
32563727,2,375
32563727,3,375
32563727,5,1850
32563728,1,625
32563728,2,63
32563728,3,375
32563728,5,500
32563728,55,63
32563729,1,3875
32563729,3,188
32563729,5,450
32563729,55,63
32563730,1,688
32563730,2,63
32563730,3,63
32563730,5,450
32563731,1,125
32563731,2,250
32563731,3,938
32563731,5,600
32563731,55,63
32563732,1,63
32563732,2,625
32563732,3,375
32563732,5,200
32563733,2,250
32563733,5,800
32563733,55,63
32563734,1,63
32563734,2,1250
32563734,3,63
32563734,5,350
32563734,55,63
32563735,1,63
32563735,2,1500
32563735,3,250
32633851,22,1875
32633852,22,1250
32633853,22,625
32633854,22,625
32633855,22,2250
32633856,22,1875
32633857,22,1875
32633858,22,1125
32633859,22,2125
32633860,22,1250
31824035,22,1250
31824036,22,1875
31824037,22,125
31824038,22,125
31824039,22,2500
31824040,22,125
1661276,22,1250
30948638,1,500
30948638,5,700
30948638,3,63
30948638,6,125
30948638,2,250
30948651,1,625
30948651,3,63
30948651,2,125
30948651,5,800
30948651,6,63
30948652,1,438
30948652,3,63
30948652,2,125
30948652,5,50
30948655,1,625
30948655,3,375
30948655,2,250
30948655,5,300
30948656,1,1625
30948656,3,250
30948656,2,500
30948656,5,100
30948657,1,1125
30948657,2,250
30948658,1,2000
30948658,5,50
30948659,1,2250
30948659,5,50
30948660,1,500
30948661,1,375
30948661,5,500
1662301,1,250
1662301,5,400
1662302,1,188
1662302,2,63
1662302,5,500
1662303,1,375
1662303,2,63
1662303,5,800
1662304,1,563
1662304,2,63
1662304,5,1500
1662305,1,188
1662305,2,63
1662305,5,1000
1662306,1,313
1662306,2,63
1662306,5,500
1662307,1,375
1662307,2,63
1662307,5,300
1662308,1,375
1662308,2,63
1662308,5,500
1662309,1,250
1662309,2,63
1662309,5,600
1662309,3,125
1662310,1,125
1662310,2,125
1662310,5,600
1662310,3,125
1662311,1,1250
1662311,2,125
1662311,5,150
1662312,1,750
1662312,5,400
1662326,5,2000
1662326,1,688
1662326,3,250
1662326,2,125
1662327,5,50
1662327,1,375
1662327,3,63
1662327,2,125
1662328,5,1100
1662328,1,750
1662328,2,125
1662329,5,1300
1662329,1,750
1662329,3,125
1662329,2,63
1662331,5,700
1662331,1,875
1662331,3,63
1662331,2,63
1662332,5,400
1662332,1,250
1662332,3,63
1662332,2,63
1662333,5,400
1662333,1,500
1662333,3,63
1662333,2,63
1662335,5,700
1662335,1,750
1662335,3,125
1662335,2,125
1662337,5,600
1662337,1,625
1662338,5,400
1662338,1,250
1662339,5,700
1662339,1,625
1662339,3,63
1662339,2,63
32836630,22,3125
32836630,61,200
32836631,22,3125
32836631,61,100
32836632,22,2500
32836633,22,2500
32836633,61,100
32836651,22,2625
32836652,22,2500
33129281,49,200
33129281,7,750
32836653,22,5000
32836654,22,3375
33129282,61,1200
32836655,22,1875
32836656,22,2500
32836657,22,1000
33129283,5,400
33129283,1,63
33129283,55,63
32836676,22,5000
33129284,61,1600
33129284,5,80
33129284,3,150
33129284,1,50
33129284,7,100
32836677,22,3750
32836677,61,2000
32836678,22,3750
32836678,61,4000
33129285,5,1900
33129285,1,50
33129285,7,50
32836679,22,3125
32836679,61,3500
33129286,5,2800
33129286,3,50
32836680,22,2250
32836680,61,4000
32836681,22,2250
33129287,5,2300
32836682,22,1875
33129288,5,1700
33129288,7,63
32836683,22,250
32836683,61,5000
33129289,61,3100
33129289,3,188
33129289,1,63
33129290,61,1100
33129290,3,125
33129290,1,125
32836701,22,88
32836701,61,100
32836701,6,125
33129301,61,800
33129302,61,2400
33129302,2,500
33129302,3,125
33129303,61,3200
32836703,61,500
32836704,22,1500
32836704,61,500
33129304,61,2500
33129305,61,850
33129305,55,188
32836705,22,3250
32836706,22,2250
33129306,5,650
33129306,1,500
33129306,55,63
32836707,22,4375
33129307,5,100
33129308,61,400
33129308,7,250
32836726,22,3250
32836727,22,2250
33129309,61,2900
33129309,7,125
32836728,22,3125
33129310,61,600
33129310,3,63
33129310,1,63
33129310,55,63
32836729,22,3750
32836729,61,200
33129311,61,500
32836730,22,1625
32836730,61,2100
32836731,22,1000
32836731,61,800
32836732,22,1750
32836732,61,900
33129313,61,1200
33129313,7,63
32836733,22,750
33129314,5,2800
32836751,22,375
32836751,61,700
32836752,22,2313
32836752,61,1800
32836753,22,1625
32836753,61,1300
32836754,22,2125
32836754,61,300
32836755,22,1625
32836755,61,100
32836756,22,3125
32836756,13,125
32836757,22,2500
32836757,61,1000
32836757,13,38
32836757,7,38
32836776,22,1875
32836776,61,1500
32836776,13,63
32836777,22,2375
32836777,61,2500
32836777,13,125
32836778,22,1250
32836778,61,1500
32836779,22,1250
32836779,61,1000
32836780,22,1875
32836780,61,1000
32836781,22,1250
32836781,61,1000
32836782,22,875
32836782,61,1300
32836783,22,625
32836783,61,1000
1663351,61,800
1663351,3,63
1663352,61,2500
1663352,5,2500
1663353,61,2500
1663353,3,313
1663353,55,188
1663354,61,1800
1663354,3,125
1663354,7,125
32836801,22,2000
32836801,61,400
32836802,22,1250
1663355,61,500
1663355,5,500
1663355,3,125
1663355,7,63
32836803,22,1250
32836804,61,800
1663356,61,1600
1663356,3,63
1663356,22,500
32836805,61,2000
1663357,61,2950
1663357,3,63
1663358,61,800
1663358,3,63
1663358,7,63
32836806,61,5800
32836806,6,250
1663359,61,400
1663359,3,63
1663359,55,63
32836807,61,4800
32836807,6,250
1663360,61,800
1663361,61,450
1663361,3,63
32836826,61,1500
32836826,6,125
1663363,3,1500
1663363,2,125
32836827,61,6000
32836827,6,250
32836828,61,6000
32836828,6,250
1663364,61,1600
1663364,3,500
32836829,61,2900
32836829,6,125
1663365,61,800
1663365,1,500
32836830,61,1500
32836831,61,2500
32836831,6,125
32836832,61,2000
32836833,22,1375
32836833,61,200
32836833,6,63
1663376,61,500
1663376,55,63
1664726,1,1875
1664727,1,1250
1664727,3,250
1664728,1,1250
1664728,3,250
1664728,5,100
1664729,1,12500
1664730,1,2500
1664731,1,5000
1664732,1,7500
1664733,1,2500
1664734,1,3750
1664734,2,375
1664735,1,12500
1664736,1,5000
1664738,1,8750
1664739,1,11250
1664740,1,6250
1664740,2,625
1664751,1,6250
1664751,2,625
1664752,1,5000
1664752,2,1000
1664753,1,3375
1664753,2,1500
1664753,5,300
1664754,2,875
32880526,3,12500
32880526,5,2000
32880527,5,1000
32880528,3,12500
32880528,5,3000
32880529,3,1250
32880529,5,2000
32880530,5,3000
32880531,5,3000
32880532,5,3000
32880533,5,100
32880534,3,12500
32880534,1,5000
32880535,3,375
32880536,3,5000
32880576,3,125
32880577,5,1500
32880578,3,3750
32880578,5,3000
32880581,5,3500
32880582,3,5000
32880583,5,500
32880584,3,125
32880585,3,125
32880586,3,2500
32880587,3,25000
32880588,3,8750
32880589,3,125
32880602,3,1250
32880602,5,2000
32880603,5,1000
1664505,61,1000
1664505,7,250
1664505,19,200
1664506,61,2500
1664507,61,500
1663959,5,3000
1663960,5,8000
1663961,5,1000
1663962,5,1000
1663963,5,2000
1663964,5,8000
1663965,5,100
1663977,5,500
1663978,5,1000
1663979,5,2000
1663980,5,2000
1664001,2,625
1664002,2,1875
1664003,2,1875
1664004,2,1875
1664005,2,1875
1664006,2,1875
1664007,2,3750
1664008,2,1875
1664009,2,4375
1664010,2,12500
1664011,2,5625
1664012,2,5000
1664013,2,1250
1664026,2,2500
1664027,2,1250
1664030,2,625
1664031,2,5000
1664032,2,625
1664033,2,2500
1664034,2,3750
1664035,2,1000
1664036,2,1875
1664037,2,1250
1664038,2,625
1664039,2,1875
1664040,2,1250
1664051,2,1000
1664052,2,1000
1664053,2,625
1664054,2,4375
1664055,2,1875
1664056,2,1250
1664057,2,1250
1664058,2,1875
1664059,2,1250
1664060,2,625
1664061,2,3750
1664062,2,625
1664063,2,1250
1664076,2,2500
1664077,2,2500
1664078,2,1250
1664079,2,1250
1664080,2,1875
1664081,2,1875
1664082,2,2500
1664083,2,375
1664084,2,625
1664085,55,1250
1664086,2,1875
1664087,2,1250
1664088,2,1000
1664089,2,1000
1664090,2,875
1664101,5,800
1664102,5,1000
1664103,5,1500
1664104,2,8750
1664105,2,3750
1664106,2,875
1664107,5,300
1664108,5,300
1664109,5,1000
1664110,5,1000
1664111,2,625
1664112,2,375
1664113,2,625
1664601,3,625
1664602,1,1875
1664603,1,625
1664604,1,125
1664604,3,625
1664604,5,1000
1664605,1,2500
1664605,3,625
1664605,5,300
1664606,1,5000
1664606,3,625
1664607,1,6250
1664608,1,10000
1664609,1,1875
1664609,3,625
1664610,1,4375
1664611,1,7500
1664612,1,6250
1664613,3,1250
1664626,1,3750
1664627,1,375
1664627,3,250
1664627,5,700
33244778,1,500
33244778,5,150
33244778,9,188
33244778,23,188
33244779,2,1250
33244779,1,500
33244779,5,150
33244779,9,188
33244779,23,188
33244780,2,250
33244780,1,5250
33244780,3,250
33244780,9,188
33244780,23,188
33244781,2,5000
33244781,1,625
33244781,3,188
33244781,23,375
33244782,2,2750
33244782,1,1875
33244782,5,50
33244782,3,375
33244782,9,63
33244782,23,500
33244783,2,3375
33244783,1,375
33244783,3,125
33244783,23,125
33244784,2,4250
33244784,1,750
33244784,3,125
33244784,23,125
33244785,2,3375
33244785,1,375
33244785,3,125
33244785,23,125
33244786,2,2750
33244786,1,375
33244786,3,63
33244786,23,125
33244787,2,5125
33244787,1,750
33244787,23,125
33244788,2,5125
33244788,1,1125
33244788,23,188
33244789,2,3625
33244789,1,800
33244789,3,113
33244789,9,113
33244789,23,113
33244801,2,3125
33244801,1,425
33244801,23,113
33244801,9,113
33244801,3,113
33244802,2,2500
33244802,1,438
33244802,23,125
33244802,9,125
33244802,3,150
33244803,2,7000
33244803,1,813
33244803,23,125
33244803,3,100
33244804,2,2750
33244804,1,400
33244804,23,63
33244804,3,100
33244805,2,2125
33244805,1,400
33244805,23,63
33244806,2,1375
33244806,1,500
33244807,2,188
33244807,1,63
33244808,2,800
33244808,1,125
33244808,23,125
33244809,2,250
33244809,1,250
33244809,23,625
33244810,2,63
33244810,1,400
33244810,23,125
33244810,3,150
33244811,2,8750
33244811,1,3500
33244811,23,150
33244811,3,1375
33244812,2,1125
33244812,1,1375
32703134,5,1000
32563735,5,400
32563735,55,63
32563736,2,813
32563736,3,63
32563736,5,300
32563737,1,125
32563737,2,1063
32563737,3,375
32563737,5,200
32563737,55,125
32563738,1,188
32563738,2,1125
32563738,3,1375
32563738,5,1200
32563739,1,125
32563739,2,1063
32563739,3,625
32563739,5,2300
32563739,55,125
32563740,1,63
32563740,2,125
32563740,3,125
32563740,5,200
32563751,1,63
32563751,2,63
32563751,3,125
32563751,5,100
32563752,1,63
32563752,2,63
32563752,3,125
32563752,5,500
32563753,1,63
32563753,2,1563
32563753,3,125
32563753,5,500
32563753,55,125
32563754,1,63
32563754,2,500
32563754,5,500
32563754,55,63
32563755,1,63
32563755,2,313
32563755,3,63
32563755,5,100
32563757,1,125
32563757,2,438
32563757,3,125
32563757,5,200
32563757,55,63
32563758,1,125
32563758,2,375
32563758,3,250
32563758,5,250
32563758,55,63
32563759,1,125
32563759,2,563
32563759,3,125
32563759,5,150
32563759,55,250
32563760,3,63
32563760,5,1100
32563760,55,125
32563761,1,63
32563761,3,250
32563761,5,8000
32563762,3,125
32563762,5,5000
32563763,3,125
32563763,5,5000
32563764,5,800
32563765,3,125
32563765,5,6000
1660776,3,375
1660776,5,15000
1660779,5,14000
1660780,5,6000
1660781,5,3000
1660782,5,3000
1660783,5,4000
1660784,5,5000
1660785,5,2000
1660786,5,6000
1660787,5,6000
32548776,1,1250
32548776,5,2000
32548778,5,10000
32548779,5,10000
32633861,22,1375
32633862,22,1000
32633863,22,2875
32633864,22,1500
32633876,22,1000
32633877,22,625
32633878,22,1250
32633879,22,1250
32633880,22,625
32633901,22,1000
32633902,22,1375
32633903,22,1000
32633904,22,875
32633905,22,1000
32880458,3,625
32880458,2,1250
32880459,5,1000
32880459,3,625
32880459,2,625
32880461,5,2000
32880461,3,1250
32880461,2,1250
32880462,5,500
32880462,3,625
32880463,5,1000
32880463,3,1250
32880463,2,625
32880464,5,3000
32880464,3,625
32880465,5,4000
32880465,3,1250
32880476,5,3000
32880476,3,625
32880477,5,2000
32880478,5,4000
32880479,3,2500
32880479,2,2500
32880501,3,1250
32880501,5,5000
32880502,5,15000
32880502,1,2500
32880503,3,625
32880503,5,2000
32880503,1,625
32880504,3,10000
32880505,3,1875
32880506,3,3750
32880506,5,4000
32880507,5,10000
32880508,3,12500
32880509,3,25000
32880510,5,5000
32880511,3,10000
32880511,5,1000
32880512,3,10000
32880512,5,3000
32880513,3,5000
32880513,5,1000
32880514,5,4000
1660951,22,3125
1660952,22,1250
1660953,22,1875
1660954,22,3125
1660955,22,3125
1660955,5,1000
1660956,22,2500
1660957,22,1875
1660957,5,1500
1660958,22,2500
1660959,22,1250
1660959,5,2000
1660960,22,625
1660960,5,1000
1660961,22,1875
1660962,22,1250
1660963,22,2500
1660964,22,1875
1660976,22,2500
1660977,22,2500
1660978,22,2500
1660979,22,1250
1660980,22,2500
1660981,22,2500
1660982,22,1875
1660982,5,500
1660983,22,1875
1660983,5,1000
1660984,22,1250
1660984,5,500
1660985,22,2500
1660985,5,1000
1660986,22,2500
1660986,5,1000
1660987,22,2500
1660987,5,500
1660988,22,1250
1660988,5,500
1660989,22,625
1660989,5,500
1661001,22,1875
1661001,5,100
1661002,22,1250
1661002,5,100
1661003,22,1875
1661003,5,100
1661004,22,1875
1661004,5,500
1661005,22,1250
1661005,5,1000
1661006,22,2500
1661006,5,2000
1661007,22,125
1661008,22,2500
1661009,22,1250
1661010,22,2500
1661011,22,625
1661012,22,1875
1661013,22,1875
1661014,22,625
1661026,22,1250
1661027,22,1250
1662340,5,400
1662340,1,125
1662340,3,63
1662351,1,1000
1662351,2,125
1662351,23,63
1662352,1,750
1662352,2,125
1662353,1,2875
1662354,1,4375
1662354,2,63
1662354,3,250
1662355,1,5250
1662355,3,250
1662356,1,6250
1662357,1,3750
1662358,1,125
1662358,5,100
1662359,1,125
1662360,1,125
1662360,23,63
1662361,1,250
1662361,5,700
32885051,2,625
32885052,2,1250
32885053,2,625
32885054,2,1875
32885054,3,625
32885055,3,1250
32885055,5,500
32885056,5,2000
32885057,3,625
32885057,5,3000
32885058,2,625
32885058,3,1250
32885058,5,500
32885059,3,625
32885060,2,625
32885060,3,625
32885060,5,500
32885061,3,1875
32885062,3,2500
32885062,5,3000
32885063,5,1000
32885064,3,625
32885064,5,1500
32885065,2,625
32885065,3,625
32885076,3,625
32885078,5,3000
32885078,3,625
32885079,5,500
32885079,2,625
32885080,5,1500
32885081,5,4000
32885082,2,7500
32885083,5,500
32885083,2,625
32885251,5,500
32885252,61,2000
32885253,5,500
32885254,5,500
32885255,61,500
32885256,5,2500
32885257,5,1500
32885258,5,1000
32885260,61,1000
32885261,61,1000
32885262,61,1000
32885263,61,500
32885264,61,1500
32885265,61,500
32885276,61,500
32885277,61,1000
32885278,5,1500
32885279,5,12000
32885281,5,1500
32885282,61,1500
32885283,61,1000
32885284,5,1000
32885285,5,6000
32885286,61,500
32885287,61,1000
32885289,61,500
32885301,61,500
32885302,5,100
32885303,5,2500
32885304,5,1000
32885305,1,625
32885305,5,1500
32885306,1,625
32885306,5,1500
32885307,1,625
32885307,5,5000
32885308,5,8000
32885309,5,500
32885310,1,1250
32885310,5,3000
32885311,5,3000
32885312,5,500
32885313,1,625
32885313,5,3500
32885314,5,1000
32885315,61,1000
32885326,61,500
32885327,5,1000
32885329,3,1250
32885329,5,2500
32885330,5,3000
32885331,5,1000
32885332,61,1000
32885333,5,500
32885335,1,625
32885335,5,1000
32885336,5,2500
32885337,5,4000
32885338,5,4000
32885339,5,1000
32885351,5,1000
32885352,5,500
32885354,5,1500
32885355,5,1000
32885357,61,1000
32885358,61,5000
32885359,5,1500
32885360,5,500
32885362,5,4000
32885363,5,2000
32251076,1,125
32251077,1,125
32251078,61,700
32251079,1,625
32251079,2,625
32251079,3,625
32251080,1,625
32251080,2,625
32251080,3,625
32251081,5,500
32251081,3,625
32251082,5,500
32251082,2,625
32251083,2,2500
32251083,3,1250
32251084,61,1000
32251084,2,3125
32251084,3,625
32251085,61,500
32251085,2,1250
32251086,61,500
32251086,2,625
32251087,1,625
32251087,5,2000
32251087,3,625
32251101,3,1250
32251101,5,500
32251101,2,625
32251102,3,1250
32251103,3,1250
32251105,3,1875
32251105,2,625
32251106,3,1875
32251106,2,1250
32251107,3,1875
32251108,5,1500
32251109,3,1250
32251110,3,625
32251110,5,1000
32251111,5,2000
32251112,3,625
32251112,2,3125
32251113,3,625
32251113,5,1000
32251113,2,625
32251127,7,625
32251128,55,1250
32251129,55,1875
32251130,2,1875
32251130,5,500
32251130,3,625
32251131,5,500
32251132,5,2500
32251133,5,2500
33080176,5,1500
33080177,5,1500
33080178,5,1000
33080180,5,1500
33080181,5,500
33080182,5,100
33080183,22,125
33080184,22,625
33080185,22,1875
33080186,22,2500
33080187,22,2500
33080188,22,3125
33080201,22,1875
33080202,22,1250
33080203,22,5000
33080204,22,2500
33080205,22,5000
33080207,22,3750
33080208,22,3750
33080209,22,5000
33080210,22,3750
33080211,22,3125
33080212,22,1250
33080213,22,4375
33080214,22,2500
33080215,22,3125
33080226,22,3125
33080227,22,5000
33080228,22,3750
33080229,22,1250
33080230,22,3750
33080231,22,1250
33080232,22,2500
33080233,22,3125
33080234,22,1875
33080235,22,3125
33080236,22,3125
33080237,22,1875
33080238,22,625
33080251,22,3125
33080252,22,4375
33080253,22,4375
33080254,22,3750
33080255,22,4375
33080256,22,1250
33080257,22,2500
33080258,22,2500
33080259,22,1250
33080260,22,3750
33080261,22,2500
33080261,5,500
33080262,22,2500
33080262,5,1000
33080263,22,2500
33080263,5,500
33080264,22,5000
33080264,5,500
33080265,22,5000
33080265,5,500
33080276,22,3750
33080276,5,500
33080277,22,2500
33080277,5,500
33080278,22,2500
33080278,5,500
33080279,22,4375
33080279,5,500
1662376,55,1250
1662377,1,250
1662377,55,1125
1662378,2,250
1662378,55,1500
1662379,55,2500
1662380,2,375
1662380,55,1500
1662381,1,125
1662381,55,1875
1662382,1,125
1662382,2,250
1662382,55,2125
1662401,23,250
1662401,55,1250
1662402,23,125
1662402,55,625
1662403,23,375
1662403,55,2125
1662404,1,250
1662404,23,313
1662404,55,1313
1662405,23,250
1662405,55,750
1662406,2,250
1662406,23,375
1662406,55,1875
1662407,2,125
1662407,23,250
1662407,55,2125
1662426,1,125
1662426,2,125
1662426,23,250
1662426,55,750
1662427,1,250
1662427,55,1250
1662428,55,2500
1662429,1,625
1662429,2,375
1662429,23,250
1662429,55,875
1662430,1,250
1662430,23,250
1662430,55,875
1662431,2,375
1662431,23,250
1662431,55,1625
1662432,1,2500
1662432,2,625
1662432,23,125
1662432,55,3125
1662451,23,125
1662451,55,1750
1662452,55,1063
1662453,55,625
1662454,1,2500
1662454,2,1875
1662454,23,125
1662454,55,2500
1662455,1,1250
1662455,2,625
1662455,55,875
1662476,2,625
1662476,1,250
1662476,55,2125
1662477,2,1250
1662477,1,625
1662477,55,1250
1662478,2,1000
1662478,1,1000
1662478,55,500
1662479,2,1250
1662479,1,875
1662479,55,1375
1662480,2,2500
1662480,1,375
1662480,55,2500
1662481,2,1875
1662481,1,250
1662481,55,2500
1662482,2,750
1662482,1,750
1662482,55,375
1662501,1,750
1662501,2,750
1662501,55,375
1662502,1,250
1662502,2,1250
1662502,55,625
1662503,1,625
1662503,2,3750
1662503,55,1250
1662504,1,250
1662504,2,625
1662504,55,1625
1662505,1,63
1662505,2,125
1662505,55,625
1662506,2,125
1662506,55,375
1662526,1,313
1662526,2,625
1662526,55,938
1662527,1,125
1662527,2,500
1662527,55,875
1662529,1,500
1662529,2,625
1662529,55,875
1662530,1,63
33185026,3,125
1662528,1,250
1662528,2,438
1662528,55,625
33185027,3,625
33185028,3,313
33185028,2,375
33185029,3,7500
33185030,3,125
33185031,3,125
33185032,5,500
33185033,3,7500
33185034,2,625
33185034,1,1250
33185035,3,625
33185036,3,1250
33185037,1,1250
33185038,1,10000
1662551,1,625
1662551,2,375
1662551,55,375
1662552,1,500
1662552,2,875
1662552,55,500
1662553,1,1563
1662553,2,938
1662553,55,1000
1662554,1,688
1662554,2,438
1662554,55,250
1662555,1,438
1662555,2,625
1662555,55,375
1662556,1,750
1662556,2,625
1662556,55,250
33185051,1,10000
1662557,1,1250
1662557,2,3125
1662557,55,625
33185052,1,10000
33678852,28,13
33678852,25,19
33678852,26,44
33678852,55,38
33678853,28,13
33678853,25,13
33678853,26,25
33678853,55,63
33678854,27,15
33678854,25,15
33678854,26,31
33678854,55,188
33678855,28,19
33678855,25,13
33678855,26,38
33678856,28,6
33678856,25,6
33678856,26,6
33678856,55,25
33678857,28,19
33678857,25,6
33678857,26,19
33678857,55,15
33678858,28,13
33678858,25,13
33678858,26,13
33678858,55,163
33678926,1,45
33678926,27,13
33678926,28,63
33678926,26,9
33678926,55,125
33678927,1,6
33678927,28,63
33678927,55,69
33678928,1,88
33678928,28,25
33678928,25,13
33678928,55,25
33678929,1,13
33678929,5,75
33678929,28,6
33678929,25,6
33678929,26,19
33678930,1,6
33678930,27,25
33678930,55,13
33678931,28,15
33678931,26,15
33678931,55,6
33678951,28,6
33678951,26,19
33678952,28,13
33678952,26,25
33678952,55,13
33186976,1,563
33186977,1,1125
33186977,2,563
32880604,5,100
32880605,3,7500
32880607,5,100
32880608,5,2000
32880609,3,625
32880609,5,2000
32880610,3,625
32880610,5,2000
32880611,5,100
32880612,3,6250
32880626,5,1000
32880627,3,12500
32880628,3,125
32880629,3,12500
32880630,3,5000
32880631,5,1000
32880651,3,3750
32880651,5,500
32880652,3,12500
32880653,3,5000
32880653,5,1000
32880654,5,2000
32880655,3,625
32880656,5,5000
32880658,5,1000
32880659,5,100
32880663,3,2500
32880663,5,5000
32880664,3,1250
32880664,5,1000
32880665,3,2500
32880665,5,500
32880676,3,7500
32880676,5,1000
32880677,3,3750
32880677,5,500
32880678,3,12500
32880678,5,3000
32880679,3,12500
32880679,5,2000
32880680,5,2000
32880681,5,500
32880683,3,1875
32880683,5,2000
32880684,3,125
32880685,5,6000
32880701,5,100
32880702,3,1250
32880702,5,1000
32880702,1,625
32880703,3,2500
32880703,5,2000
32880704,3,1875
32880704,1,1250
32880705,3,625
32880705,1,625
32880707,3,1875
32880707,5,500
32880708,3,2500
32880708,5,5000
32880709,3,3750
32880710,3,1250
32880710,1,625
32880711,5,2000
32880712,3,2500
32880712,5,3000
32880713,3,1875
32880713,5,2000
32880713,1,625
32880714,3,1250
32880714,1,625
32880715,3,2500
